Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Tax,Total_Amount
FDD58,7.76,Low Fat,0.059341019,Snack Foods,99.77,OUT035,2004,Small,Tier 2,Supermarket Type1,798.96,39.94800000000001,838.908
FDT01,13.65,Regular,0.18520944,Canned,212.9902,OUT017,2007,Medium,Tier 2,Supermarket Type1,3185.853,159.29265,3345.14565
FDK15,10.8,Low Fat,0.098566832,Meat,98.3042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.063,74.40315000000001,1562.4661500000002
FDJ08,11.1,Low Fat,0.11084417,Fruits and Vegetables,189.2846,OUT049,1999,Medium,Tier 1,Supermarket Type1,5159.2842,257.96421000000004,5417.24841
FDS10,12.857645184135976,Low Fat,0.0350152,Snack Foods,182.0318,OUT027,1985,Medium,Tier 3,Supermarket Type3,5954.2494,297.71247,6251.96187
FDJ55,12.8,Regular,0.023567538,Meat,226.8404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4500.808,225.0404,4725.8484
FDU32,8.785,Low Fat,0.06613202877895108,Fruits and Vegetables,123.0414,OUT010,1998,Medium,Tier 3,Grocery Store,121.8414,6.09207,127.93347
FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556,OUT035,2004,Small,Tier 2,Supermarket Type1,4318.3788,215.91894000000002,4534.29774
FDE39,7.89,Low Fat,0.036207786,Dairy,121.0782,OUT045,2002,Medium,Tier 2,Supermarket Type1,3456.1678,172.80839000000003,3628.9761900000003
FDU56,16.85,Low Fat,0.044377096,Fruits and Vegetables,185.8266,OUT013,1987,High,Tier 3,Supermarket Type1,1659.8394,82.99197000000001,1742.83137
NCH55,16.35,Low Fat,0.034742632,Household,127.402,OUT045,2002,Medium,Tier 2,Supermarket Type1,759.012,37.9506,796.9626
FDX33,12.857645184135976,Regular,0.116915909,Snack Foods,159.4578,OUT027,1985,Medium,Tier 3,Supermarket Type3,4974.1918,248.70959,5222.90139
FDR24,17.35,Regular,0.062979148,Baking Goods,87.983,OUT045,2002,Medium,Tier 2,Supermarket Type1,1707.777,85.38885,1793.16585
FDC33,12.857645184135976,Regular,0.068604503,Fruits and Vegetables,197.3768,OUT027,1985,Medium,Tier 3,Supermarket Type3,7488.9184,374.44592,7863.36432
NCV54,12.857645184135976,Low Fat,0.03294861,Household,116.8124,OUT027,1985,Medium,Tier 3,Supermarket Type3,2488.7604,124.43802000000001,2613.19842
NCQ02,12.6,Low Fat,0.007450258,Household,186.7556,OUT013,1987,High,Tier 3,Supermarket Type1,2816.334,140.8167,2957.1506999999997
NCU17,5.32,Low Fat,0.093027718,Health and Hygiene,101.4674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2954.1546,147.70773,3101.86233
NCZ06,12.857645184135976,Low Fat,0.164864915,Household,255.2698,OUT019,1985,Small,Tier 1,Grocery Store,761.0094,38.050470000000004,799.05987
FDV37,13.0,Regular,0.083498083,Canned,199.4426,OUT035,2004,Small,Tier 2,Supermarket Type1,593.2278,29.66139,622.88919
DRH25,12.857645184135976,Low Fat,0.014522363,Soft Drinks,50.2324,OUT027,1985,Medium,Tier 3,Supermarket Type3,1298.31,64.9155,1363.2255
NCI43,19.85,Low Fat,0.025963795,Household,46.3376,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024,57.52512000000001,1208.02752
NCQ53,17.6,Low Fat,0.019012262,Health and Hygiene,237.159,OUT017,2007,Medium,Tier 2,Supermarket Type1,3072.667,153.63335,3226.30035
NCT18,14.6,Low Fat,0.059393919,Household,181.7976,OUT035,2004,Small,Tier 2,Supermarket Type1,3259.7568,162.98784,3422.74464
FDF14,7.55,Low Fat,0.027212058,Canned,152.734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2756.412,137.82059999999998,2894.2326
FDM14,13.8,Low Fat,0.013263968,Canned,106.9254,OUT046,1997,Small,Tier 1,Supermarket Type1,2930.1858,146.50929000000002,3076.69509
FDX57,17.25,Regular,0.079113947,Snack Foods,99.2068,OUT010,1998,Medium,Tier 3,Grocery Store,97.2068,4.860340000000001,102.06714
NCV05,10.1,Low Fat,0.03020851,Health and Hygiene,153.1656,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.656,77.2328,1621.8888
FDX39,14.3,Regular,0.049634817,Meat,212.5586,OUT013,1987,High,Tier 3,Supermarket Type1,3165.879,158.29395,3324.17295
FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,1997,Small,Tier 1,Supermarket Type1,1619.2256,80.96128,1700.18688
NCV06,11.3,Low Fat,0.066681333,Household,194.4478,OUT046,1997,Small,Tier 1,Supermarket Type1,387.4956,19.37478,406.87038
NCE31,7.67,Low Fat,0.185218446,Household,36.3216,OUT045,2002,Medium,Tier 2,Supermarket Type1,415.4592,20.77296,436.23216
DRI39,13.8,Low Fat,0.162462044,Dairy,55.893,OUT010,1998,Medium,Tier 3,Grocery Store,226.372,11.318600000000002,237.69060000000002
FDH21,10.395,Low Fat,0.031273559,Seafood,160.0604,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.6832,63.38416,1331.06736
FDR26,20.7,Low Fat,0.042836778,Dairy,175.8028,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.9252,79.69626,1673.6214599999998
FDA14,12.857645184135976,Low Fat,0.114127418,Dairy,147.176,OUT019,1985,Small,Tier 1,Grocery Store,585.904,29.2952,615.1992
FDG21,17.35,Regular,0.146895866,Seafood,149.605,OUT018,2009,Medium,Tier 3,Supermarket Type2,3745.125,187.25625000000002,3932.38125
NCQ38,16.35,Low Fat,0.013420879,Others,104.828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1810.976,90.54880000000001,1901.5248000000001
FDN20,19.35,Low Fat,0.026181893,Fruits and Vegetables,167.0474,OUT046,1997,Small,Tier 1,Supermarket Type1,2358.2636,117.91318000000001,2476.1767800000002
NCN29,15.2,Low Fat,0.012184999,Health and Hygiene,50.3034,OUT017,2007,Medium,Tier 2,Supermarket Type1,145.8102,7.290510000000001,153.10071000000002
FDI28,14.3,Low Fat,0.026428924,Frozen Foods,78.2302,OUT018,2009,Medium,Tier 3,Supermarket Type2,554.6114,27.73057,582.34197
FDA03,12.857645184135976,Regular,0.045243613,Dairy,146.8102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3499.4448,174.97224000000003,3674.4170400000003
FDZ28,20.0,Regular,0.06613202877895108,Frozen Foods,127.3678,OUT046,1997,Small,Tier 1,Supermarket Type1,1780.3492,89.01746000000001,1869.3666600000001
FDO52,12.857645184135976,Regular,0.076790922,Frozen Foods,172.1106,OUT027,1985,Medium,Tier 3,Supermarket Type3,2566.659,128.33295,2694.99195
FDU10,10.1,Regular,0.045950475,Snack Foods,38.2848,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984,61.519920000000006,1291.91832
FDP13,12.857645184135976,Regular,0.133673087,Canned,41.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804,45.940200000000004,964.7442
FDV02,12.857645184135976,Low Fat,0.060252433,Dairy,170.7106,OUT027,1985,Medium,Tier 3,Supermarket Type3,3079.9908,153.99954000000002,3233.9903400000003
FDS28,8.18,Regular,0.082529704,Frozen Foods,56.9588,OUT049,1999,Medium,Tier 1,Supermarket Type1,744.3644,37.21822,781.58262
FDW49,19.5,Low Fat,0.082552214,Canned,179.8002,OUT046,1997,Small,Tier 1,Supermarket Type1,716.4008,35.82004,752.22084
FDP33,18.7,Low Fat,0.089272253,Snack Foods,254.7672,OUT046,1997,Small,Tier 1,Supermarket Type1,5113.344,255.6672,5369.0112
FDJ03,12.35,Regular,0.072541731,Dairy,48.5692,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456,44.34228,931.18788
FDQ51,16.0,Regular,0.017536671,Meat,45.5718,OUT013,1987,High,Tier 3,Supermarket Type1,1039.9796,51.998979999999996,1091.97858
DRK23,8.395,Low Fat,0.072088552,Hard Drinks,253.704,OUT049,1999,Medium,Tier 1,Supermarket Type1,4554.072,227.70360000000002,4781.7756
FDU11,4.785,Low Fat,0.092781435,Breads,119.7098,OUT045,2002,Medium,Tier 2,Supermarket Type1,1807.647,90.38235,1898.02935
NCK06,5.03,Low Fat,0.008644894,Household,122.6756,OUT035,2004,Small,Tier 2,Supermarket Type1,2665.8632,133.29316,2799.15636
FDY09,15.6,Low Fat,0.025342692,Snack Foods,174.3054,OUT017,2007,Medium,Tier 2,Supermarket Type1,1751.054,87.55270000000002,1838.6067
NCY18,7.285,Low Fat,0.031145743,Household,173.6054,OUT035,2004,Small,Tier 2,Supermarket Type1,2626.581,131.32905000000002,2757.91005
FDA10,20.35,Low Fat,0.06613202877895108,Snack Foods,120.9072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.0864,73.50431999999999,1543.59072
FDO34,17.7,Low Fat,0.030108283,Snack Foods,165.9816,OUT017,2007,Medium,Tier 2,Supermarket Type1,4362.3216,218.11608,4580.43768
FDE38,12.857645184135976,Low Fat,0.044391149,Canned,164.3842,OUT027,1985,Medium,Tier 3,Supermarket Type3,4476.1734,223.80867,4699.98207
FDF40,20.25,Regular,0.022639471,Dairy,248.4092,OUT017,2007,Medium,Tier 2,Supermarket Type1,2241.0828,112.05414000000002,2353.1369400000003
FDY02,8.945,Regular,0.06613202877895108,Dairy,264.791,OUT017,2007,Medium,Tier 2,Supermarket Type1,4733.838,236.6919,4970.5298999999995
FDS03,12.857645184135976,Low Fat,0.139419417,Meat,66.0826,OUT019,1985,Small,Tier 1,Grocery Store,258.3304,12.91652,271.24692
FDB59,18.25,Low Fat,0.015278899,Snack Foods,199.0084,OUT046,1997,Small,Tier 1,Supermarket Type1,3174.5344,158.72672,3333.26112
NCQ42,20.35,Low Fat,0.039329257,Household,127.6678,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.8594,146.24296999999999,3071.1023699999996
FDO15,16.75,Regular,0.008579863,Meat,72.3038,OUT049,1999,Medium,Tier 1,Supermarket Type1,960.7494,48.037470000000006,1008.78687
DRN47,12.1,Low Fat,0.028164527,Hard Drinks,178.166,OUT010,1998,Medium,Tier 3,Grocery Store,539.298,26.9649,566.2629
FDA03,18.5,Regular,0.06613202877895108,Dairy,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1,2041.3428,102.06714,2143.40994
FDA01,15.0,Regular,0.054367971,Canned,58.5904,OUT035,2004,Small,Tier 2,Supermarket Type1,996.0368,49.80184,1045.83864
FDB38,19.5,Regular,0.0273467,Canned,158.992,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.712,87.88560000000001,1845.5976
FDT59,13.65,Low Fat,0.016001434,Breads,230.6668,OUT017,2007,Medium,Tier 2,Supermarket Type1,1842.9344,92.14672000000002,1935.08112
FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,OUT035,2004,Small,Tier 2,Supermarket Type1,3435.528,171.7764,3607.3044
FDV56,12.857645184135976,Regular,0.013529884,Fruits and Vegetables,106.2596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1402.1748,70.10874,1472.28354
FDY26,20.6,Regular,0.030510526,Dairy,211.4244,OUT046,1997,Small,Tier 1,Supermarket Type1,7833.8028,391.69014000000004,8225.49294
DRE13,6.28,Low Fat,0.027699863,Soft Drinks,87.9198,OUT035,2004,Small,Tier 2,Supermarket Type1,1221.0772,61.05386,1282.13106
FDE51,5.925,Regular,0.09646733,Dairy,42.8086,OUT046,1997,Small,Tier 1,Supermarket Type1,669.129,33.456450000000004,702.58545
FDL40,17.7,Low Fat,0.011636708,Frozen Foods,94.541,OUT045,2002,Medium,Tier 2,Supermarket Type1,1061.951,53.097550000000005,1115.04855
FDD50,18.85,Low Fat,0.141642219,Canned,168.1132,OUT046,1997,Small,Tier 1,Supermarket Type1,2874.9244,143.74622,3018.67062
FDC04,12.857645184135976,Low Fat,0.044767801,Dairy,241.8854,OUT027,1985,Medium,Tier 3,Supermarket Type3,4592.0226,229.60113,4821.62373
FDN15,17.5,Low Fat,0.028009382,Meat,141.718,OUT010,1998,Medium,Tier 3,Grocery Store,419.454,20.972700000000003,440.4267
FDC46,17.7,Low Fat,0.1164455,Snack Foods,182.8266,OUT013,1987,High,Tier 3,Supermarket Type1,5163.9448,258.19724,5422.142040000001
FDV56,16.1,Regular,0.013584408,Fruits and Vegetables,107.7596,OUT013,1987,High,Tier 3,Supermarket Type1,323.5788,16.17894,339.75774
FDK43,9.8,Low Fat,0.026950104,Meat,128.402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1265.02,63.251000000000005,1328.271
NCR29,7.565,Low Fat,0.054751689,Health and Hygiene,54.793,OUT045,2002,Medium,Tier 2,Supermarket Type1,622.523,31.126150000000003,653.6491500000001
FDY03,17.6,Regular,0.076121831,Meat,111.7202,OUT046,1997,Small,Tier 1,Supermarket Type1,1125.202,56.2601,1181.4621
FDU44,12.15,Regular,0.058516562,Fruits and Vegetables,164.1552,OUT049,1999,Medium,Tier 1,Supermarket Type1,5198.5664,259.92832,5458.49472
FDZ04,9.31,Low Fat,0.037923509,Frozen Foods,61.651,OUT013,1987,High,Tier 3,Supermarket Type1,379.506,18.9753,398.4813
FDU16,19.25,Regular,0.058365706,Frozen Foods,82.1908,OUT049,1999,Medium,Tier 1,Supermarket Type1,2432.8332,121.64166,2554.4748600000003
FDV07,9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228,OUT045,2002,Medium,Tier 2,Supermarket Type1,1657.842,82.89210000000001,1740.7341000000001
NCL19,15.35,Low Fat,0.015663185,Others,143.947,OUT013,1987,High,Tier 3,Supermarket Type1,3006.087,150.30435,3156.39135
FDW01,12.857645184135976,Low Fat,0.063750302,Canned,153.4682,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.023,114.35115000000002,2401.37415
FDC10,12.857645184135976,Regular,0.07252476,Snack Foods,120.3098,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.1372,84.35686,1771.49406
DRC12,17.85,Low Fat,0.038040837,Soft Drinks,189.1188,OUT017,2007,Medium,Tier 2,Supermarket Type1,3237.1196,161.85598000000002,3398.97558
DRK39,7.02,Low Fat,0.049823902,Dairy,82.225,OUT013,1987,High,Tier 3,Supermarket Type1,2746.425,137.32125000000002,2883.74625
FDG24,12.857645184135976,Low Fat,0.014560297,Baking Goods,81.425,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6,66.58,1398.1799999999998
FDO04,12.857645184135976,Low Fat,0.026408698,Frozen Foods,53.2614,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.8754,30.393770000000004,638.26917
DRB25,12.3,Low Fat,0.069446588,Soft Drinks,106.3938,OUT035,2004,Small,Tier 2,Supermarket Type1,857.5504,42.877520000000004,900.42792
FDK26,5.46,Regular,0.03217132,Canned,184.824,OUT035,2004,Small,Tier 2,Supermarket Type1,4287.752,214.38760000000002,4502.1396
FDM52,15.1,Low Fat,0.026046138,Frozen Foods,147.2076,OUT045,2002,Medium,Tier 2,Supermarket Type1,1773.6912,88.68456,1862.37576
FDY07,11.8,Low Fat,0.121848436,Fruits and Vegetables,46.8402,OUT045,2002,Medium,Tier 2,Supermarket Type1,597.2226,29.861130000000003,627.0837300000001
NCO06,19.25,Low Fat,0.108470504,Household,33.4558,OUT018,2009,Medium,Tier 3,Supermarket Type2,441.4254,22.071270000000002,463.49667000000005
FDO10,13.65,Regular,0.06613202877895108,Snack Foods,55.8588,OUT045,2002,Medium,Tier 2,Supermarket Type1,1431.47,71.57350000000001,1503.0435
FDK34,13.35,Low Fat,0.038494623,Snack Foods,240.2564,OUT013,1987,High,Tier 3,Supermarket Type1,2860.2768,143.01384000000002,3003.29064
FDS33,12.857645184135976,Regular,0.122830885,Snack Foods,86.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532,168.24766,3533.20086
FDO45,13.15,Regular,0.038029746,Snack Foods,88.6856,OUT045,2002,Medium,Tier 2,Supermarket Type1,1757.712,87.88560000000001,1845.5976
FDF08,14.3,Regular,0.065207559,Fruits and Vegetables,89.8856,OUT046,1997,Small,Tier 1,Supermarket Type1,966.7416,48.33708,1015.07868
FDH58,12.3,Low Fat,0.037014587,Snack Foods,115.1834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1958.1178,97.90589,2056.02369
FDS03,7.825,Low Fat,0.133281968,Meat,63.2826,OUT010,1998,Medium,Tier 3,Grocery Store,129.1652,6.45826,135.62346
DRF03,19.1,Low Fat,0.045299563,Dairy,38.8138,OUT035,2004,Small,Tier 2,Supermarket Type1,365.5242,18.276210000000003,383.80041
FDE02,8.71,Low Fat,0.121149472,Canned,93.7778,OUT013,1987,High,Tier 3,Supermarket Type1,1783.6782,89.18391000000001,1872.86211
NCZ06,19.6,Low Fat,0.094083303,Household,252.2698,OUT013,1987,High,Tier 3,Supermarket Type1,2790.3678,139.51839,2929.88619
FDW49,19.5,Low Fat,0.06613202877895108,Canned,179.3002,OUT049,1999,Medium,Tier 1,Supermarket Type1,2328.3026,116.41513,2444.71773
FDR23,15.85,Low Fat,0.06613202877895108,Breads,174.737,OUT017,2007,Medium,Tier 2,Supermarket Type1,2822.992,141.14960000000002,2964.1416000000004
NCJ29,12.857645184135976,Low Fat,0.035022503,Health and Hygiene,85.1224,OUT027,1985,Medium,Tier 3,Supermarket Type3,2045.3376,102.26688000000001,2147.60448
FDY35,17.6,Regular,0.016060186,Breads,47.2402,OUT045,2002,Medium,Tier 2,Supermarket Type1,505.3422,25.267110000000002,530.60931
FDZ01,12.857645184135976,Regular,0.009014978,Canned,102.699,OUT027,1985,Medium,Tier 3,Supermarket Type3,3095.97,154.7985,3250.7684999999997
FDX19,19.1,Low Fat,0.096733815,Fruits and Vegetables,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.3076,257.06538,5398.37298
FDG44,6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,OUT018,2009,Medium,Tier 3,Supermarket Type2,808.947,40.44735,849.39435
FDQ23,6.55,Low Fat,0.024521191,Breads,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2665.8632,133.29316,2799.15636
FDY22,16.5,Regular,0.160624116,Snack Foods,143.8128,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.6304,129.43152,2718.06192
NCN41,17.0,Low Fat,0.052165855,Health and Hygiene,125.073,OUT013,1987,High,Tier 3,Supermarket Type1,1108.557,55.42785000000001,1163.98485
FDA47,10.5,Regular,0.06613202877895108,Baking Goods,162.421,OUT045,2002,Medium,Tier 2,Supermarket Type1,1304.968,65.2484,1370.2164
NCD19,8.93,Low Fat,0.06613202877895108,Household,55.4614,OUT045,2002,Medium,Tier 2,Supermarket Type1,331.5684,16.57842,348.14682
FDO36,12.857645184135976,Low Fat,0.07753654,Baking Goods,180.866,OUT027,1985,Medium,Tier 3,Supermarket Type3,3235.788,161.7894,3397.5774
FDH20,16.1,Regular,0.024928351,Fruits and Vegetables,95.141,OUT013,1987,High,Tier 3,Supermarket Type1,3089.312,154.4656,3243.7776
FDN12,12.857645184135976,Low Fat,0.08071118,Baking Goods,113.1544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3355.632,167.78160000000003,3523.4136
NCJ30,5.82,Low Fat,0.080968973,Household,171.379,OUT018,2009,Medium,Tier 3,Supermarket Type2,2037.348,101.8674,2139.2154
FDB09,16.25,Low Fat,0.057485328,Fruits and Vegetables,126.2046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.569,93.37845,1960.94745
FDA09,13.35,Regular,0.149669322,Snack Foods,180.266,OUT045,2002,Medium,Tier 2,Supermarket Type1,898.83,44.941500000000005,943.7715000000001
FDL24,12.857645184135976,Regular,0.024776026,Baking Goods,172.3422,OUT027,1985,Medium,Tier 3,Supermarket Type3,7759.899,387.99495,8147.893950000001
FDP03,5.15,Regular,0.061165512,Meat,125.6388,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.2924,142.41461999999999,2990.70702
FDR58,12.857645184135976,Low Fat,0.041718456,Snack Foods,94.5462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2868.9322,143.44661000000002,3012.37881
FDO13,7.865,Low Fat,0.06100886,Breakfast,166.0526,OUT013,1987,High,Tier 3,Supermarket Type1,3617.9572,180.89786,3798.85506
DRD49,9.895,Low Fat,0.167799329,Soft Drinks,239.4564,OUT035,2004,Small,Tier 2,Supermarket Type1,5243.8408,262.19204,5506.03284
NCF42,17.35,Low Fat,0.167351411,Household,176.0712,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,105.46271999999999,2214.71712
DRK35,8.365,Low Fat,0.071832909,Hard Drinks,36.1506,OUT035,2004,Small,Tier 2,Supermarket Type1,721.0614,36.053070000000005,757.1144700000001
FDR58,6.675,Low Fat,0.041886576,Snack Foods,92.1462,OUT013,1987,High,Tier 3,Supermarket Type1,1203.1006,60.155030000000004,1263.2556299999999
FDQ15,12.857645184135976,Regular,0.150341867,Meat,83.1276,OUT027,1985,Medium,Tier 3,Supermarket Type3,1868.2348,93.41174000000001,1961.64654
NCP50,17.35,Low Fat,0.020542737,Others,80.5618,OUT013,1987,High,Tier 3,Supermarket Type1,322.2472,16.112360000000002,338.35956000000004
FDV45,16.75,Low Fat,0.045047439,Snack Foods,186.4556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676,197.14338,4140.01098
DRP35,18.85,Low Fat,0.091008572,Hard Drinks,129.6336,OUT049,1999,Medium,Tier 1,Supermarket Type1,3195.84,159.79200000000003,3355.632
FDN23,6.575,Regular,0.07549348,Breads,143.5444,OUT035,2004,Small,Tier 2,Supermarket Type1,3338.3212,166.91606000000002,3505.23726
FDS44,12.65,Regular,0.156286566,Fruits and Vegetables,238.9538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146,204.30073000000002,4290.31533
NCI54,15.2,Low Fat,0.033735909,Household,110.9912,OUT018,2009,Medium,Tier 3,Supermarket Type2,1856.2504,92.81252,1949.0629199999998
FDH40,12.857645184135976,Regular,0.078547351,Frozen Foods,79.3276,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.8692,69.04346000000001,1449.9126600000002
FDF46,7.07,Low Fat,0.093653464,Snack Foods,113.3834,OUT035,2004,Small,Tier 2,Supermarket Type1,1267.0174,63.35087,1330.36827
FDA21,13.65,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009,Medium,Tier 3,Supermarket Type2,5182.5872,259.12936,5441.71656
FDI41,12.857645184135976,Regular,0.109003832,Frozen Foods,145.2418,OUT019,1985,Small,Tier 1,Grocery Store,147.1418,7.3570899999999995,154.49889
FDE35,7.06,Regular,0.073480266,Starchy Foods,58.8904,OUT010,1998,Medium,Tier 3,Grocery Store,58.5904,2.92952,61.51992
DRJ24,11.8,Low Fat,0.113234914,Soft Drinks,186.3924,OUT013,1987,High,Tier 3,Supermarket Type1,5367.6796,268.38398,5636.06358
NCK17,12.857645184135976,Low Fat,0.037711338,Health and Hygiene,41.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,1358.232,67.9116,1426.1435999999999
FDA15,9.3,Low Fat,0.016054884,Dairy,250.2092,OUT045,2002,Medium,Tier 2,Supermarket Type1,5976.2208,298.81104,6275.03184
FDD36,12.857645184135976,Low Fat,0.021170542,Baking Goods,117.6124,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.7356,112.58678,2364.32238
DRD60,12.857645184135976,Low Fat,0.065188619,Soft Drinks,181.1634,OUT019,1985,Small,Tier 1,Grocery Store,181.7634,9.08817,190.85156999999998
FDA46,13.6,Low Fat,0.117537563,Snack Foods,195.4136,OUT013,1987,High,Tier 3,Supermarket Type1,5443.5808,272.17904,5715.75984
NCO54,19.5,Low Fat,0.01430324,Household,57.2614,OUT045,2002,Medium,Tier 2,Supermarket Type1,1547.3192,77.36596,1624.68516
FDL48,19.35,Regular,0.137697119,Baking Goods,47.1034,OUT010,1998,Medium,Tier 3,Grocery Store,145.8102,7.290510000000001,153.10071000000002
NCM19,12.857645184135976,Low Fat,0.047008497,Others,112.0202,OUT027,1985,Medium,Tier 3,Supermarket Type3,5063.409,253.17045,5316.579449999999
FDS31,13.1,Regular,0.06613202877895108,Fruits and Vegetables,178.9318,OUT049,1999,Medium,Tier 1,Supermarket Type1,3067.3406,153.36703,3220.70763
FDV12,16.7,Regular,0.060863167,Baking Goods,97.6384,OUT035,2004,Small,Tier 2,Supermarket Type1,2857.6136,142.88068,3000.4942800000003
FDQ31,5.785,Regular,0.06613202877895108,Fruits and Vegetables,87.1856,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.1696,70.30848,1476.4780799999999
